Sample,reads.in,reads.out,merged,tabled,nonchim
S5_CSP_1.fastq.gz,13289,8814,8814,8814,8814
S50_CSP_1.fastq.gz,26299,19314,19190,19190,18410
S500_CSP_1.fastq.gz,6,4,Removed,Removed,Removed
S501_CSP_1.fastq.gz,7,2,Removed,Removed,Removed
S502_CSP_1.fastq.gz,12267,8670,8587,8587,8248
S503_CSP_1.fastq.gz,6,3,Removed,Removed,Removed
S504_CSP_1.fastq.gz,2,2,Removed,Removed,Removed
S505_CSP_1.fastq.gz,10134,7803,7742,7742,7422
S506_CSP_1.fastq.gz,4351,3248,3239,3239,3239
S507_CSP_1.fastq.gz,16878,12164,12110,12110,11722
S508_CSP_1.fastq.gz,20354,15007,14993,14993,14860
S509_CSP_1.fastq.gz,20,9,Removed,Removed,Removed
S51_CSP_1.fastq.gz,8067,6049,6049,6049,6049
S510_CSP_1.fastq.gz,17968,12266,12169,12169,11975
S511_CSP_1.fastq.gz,9527,6873,6873,6873,6873
S512_CSP_1.fastq.gz,13478,9917,9917,9917,9917
S513_CSP_1.fastq.gz,21857,15163,15163,15163,15163
S514_CSP_1.fastq.gz,45792,31714,31492,31492,31458
S52_CSP_1.fastq.gz,10234,8032,8029,8029,8029
S53_CSP_1.fastq.gz,11865,8581,8520,8520,8108
S54_CSP_1.fastq.gz,16346,10083,9992,9992,9698
S55_CSP_1.fastq.gz,12553,8891,8753,8753,8188
S56_CSP_1.fastq.gz,23224,16580,16537,16537,12615
S57_CSP_1.fastq.gz,26799,20281,20280,20280,20280
S58_CSP_1.fastq.gz,12,7,Removed,Removed,Removed
S59_CSP_1.fastq.gz,18904,14298,14040,14040,12373
S6_CSP_1.fastq.gz,14173,9939,9506,9506,7291
S60_CSP_1.fastq.gz,17923,13325,13262,13262,11637
S61_CSP_1.fastq.gz,4,2,Removed,Removed,Removed
S62_CSP_1.fastq.gz,21778,15945,15752,15752,14553
S63_CSP_1.fastq.gz,15189,11203,11115,11115,10667
S64_CSP_1.fastq.gz,5,2,Removed,Removed,Removed
S65_CSP_1.fastq.gz,8646,6007,5972,5972,5528
S66_CSP_1.fastq.gz,31096,22742,22733,22733,22733
S67_CSP_1.fastq.gz,11202,7695,7633,7633,7319
S68_CSP_1.fastq.gz,16431,11340,11255,11255,10501
S69_CSP_1.fastq.gz,24101,17918,17694,17694,15649
S7_CSP_1.fastq.gz,10480,6987,6848,6848,6291
S70_CSP_1.fastq.gz,20093,15094,14798,14798,12117
S71_CSP_1.fastq.gz,35005,26019,26018,26018,26018
S72_CSP_1.fastq.gz,18,11,Removed,Removed,Removed
S73_CSP_1.fastq.gz,27149,18804,18802,18802,18802
S74_CSP_1.fastq.gz,8,4,Removed,Removed,Removed
S75_CSP_1.fastq.gz,8866,6499,6497,6497,6497
S76_CSP_1.fastq.gz,6,3,Removed,Removed,Removed
S77_CSP_1.fastq.gz,15249,10844,10609,10609,7551
S78_CSP_1.fastq.gz,13,6,Removed,Removed,Removed
S79_CSP_1.fastq.gz,2667,1814,1814,1814,1814
S8_CSP_1.fastq.gz,9691,6774,6767,6767,212
S80_CSP_1.fastq.gz,12424,8456,8398,8398,7958
S81_CSP_1.fastq.gz,30700,23001,22989,22989,22784
S82_CSP_1.fastq.gz,20921,15448,15387,15387,15072
S83_CSP_1.fastq.gz,19540,14410,14324,14324,13933
S84_CSP_1.fastq.gz,11203,8144,8119,8119,7946
S85_CSP_1.fastq.gz,10943,7327,7327,7327,7327
S86_CSP_1.fastq.gz,26659,18490,18475,18475,18475
S87_CSP_1.fastq.gz,27058,19229,19227,19227,19227
S88_CSP_1.fastq.gz,30876,22925,22922,22922,22922
S89_CSP_1.fastq.gz,6604,2375,2352,2352,2167
S9_CSP_1.fastq.gz,19,6,Removed,Removed,Removed
S90_CSP_1.fastq.gz,4,1,Removed,Removed,Removed
S91_CSP_1.fastq.gz,27089,19469,19466,19466,19466
S92_CSP_1.fastq.gz,5,3,Removed,Removed,Removed
S93_CSP_1.fastq.gz,7,5,Removed,Removed,Removed
S94_CSP_1.fastq.gz,10864,7394,7241,7241,6857
S95_CSP_1.fastq.gz,13835,9560,9537,9537,9123
S96_CSP_1.fastq.gz,5,5,Removed,Removed,Removed
S97_CSP_1.fastq.gz,8971,6216,6216,6216,6216
S98_CSP_1.fastq.gz,9885,6646,6609,6609,6450
S99_CSP_1.fastq.gz,5,2,Removed,Removed,Removed
